ObservationDate,Province/State,Country/Region,Confirmed,Deaths,Recovered
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-07 00:00:00,Puebla,Mexico,33067.0,6574.0,4571.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-06 00:00:00,Quintana Roo,Mexico,9177.0,4350.0,487.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-04 00:00:00,San Luis Potosi,Mexico,19809.0,232.0,2503.0
2020-06-05 00:00:00,San Luis Potosi,Mexico,53329.0,532.0,1992.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-04 00:00:00,Sonora,Mexico,32023.0,501.0,339.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-07 00:00:00,Sonora,Mexico,31743.0,1453.0,8464.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-06 00:00:00,Tabasco,Mexico,29493.0,3369.0,3139.0
2020-06-07 00:00:00,Tabasco,Mexico,16979.0,24124.0,71720.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-08 00:00:00,Tamaulipas,Mexico,57122.0,15.0,4841.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-04 00:00:00,Tlaxcala,Mexico,196.0,198.0,5574.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-08 00:00:00,Veracruz,Mexico,1264.0,13347.0,5488.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-04 00:00:00,Yucatan,Mexico,19091.0,155.0,15184.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-05 00:00:00,Zacatecas,Mexico,5710.0,1210.0,717.0
2020-06-06 00:00:00,Zacatecas,Mexico,2273.0,1112.0,4899.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-04 00:00:00,Curacao,Netherlands,18.0,1.0,15.0
2020-06-05 00:00:00,Curacao,Netherlands,19.0,1.0,15.0
2020-06-06 00:00:00,Curacao,Netherlands,19.0,1.0,15.0
2020-06-07 00:00:00,Curacao,Netherlands,19.0,1.0,16.0
2020-06-08 00:00:00,Curacao,Netherlands,20.0,1.0,16.0
2020-06-09 00:00:00,Curacao,Netherlands,20.0,1.0,16.0
2020-06-10 00:00:00,Curacao,Netherlands,20.0,1.0,16.0
0,0,0,0.0,0.0,0.0
2020-03-23 00:00:00,Netherlands,Netherlands,22778.0,466.0,2.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-04 00:00:00,Aruba,Netherlands,101.0,3.0,95.0
2020-06-05 00:00:00,Aruba,Netherlands,100.0,3.0,94.0
2020-06-06 00:00:00,Aruba,Netherlands,101.0,3.0,95.0
2020-06-07 00:00:00,Aruba,Netherlands,102.0,4.0,98.0
2020-06-08 00:00:00,Aruba,Netherlands,100.0,4.0,96.0
2020-06-09 00:00:00,Aruba,Netherlands,100.0,3.0,97.0
2020-06-10 00:00:00,Aruba,Netherlands,102.0,4.0,103.0
2020-06-04 00:00:00,Sint Maarten,Netherlands,75.0,16.0,72.0
2020-06-05 00:00:00,Sint Maarten,Netherlands,77.0,17.0,73.0
2020-06-06 00:00:00,Sint Maarten,Netherlands,81.0,17.0,72.0
2020-06-07 00:00:00,Sint Maarten,Netherlands,81.0,17.0,72.0
2020-06-08 00:00:00,Sint Maarten,Netherlands,79.0,17.0,71.0
2020-06-09 00:00:00,Sint Maarten,Netherlands,79.0,17.0,70.0
2020-06-10 00:00:00,Sint Maarten,Netherlands,82.0,18.0,72.0
2020-06-04 00:00:00,"Bonaire, Sint Eustatius and Saba",Netherlands,7.0,0.0,6.0
2020-06-05 00:00:00,"Bonaire, Sint Eustatius and Saba",Netherlands,7.0,0.0,6.0
2020-06-06 00:00:00,"Bonaire, Sint Eustatius and Saba",Netherlands,6.0,0.0,7.0
2020-06-07 00:00:00,"Bonaire, Sint Eustatius and Saba",Netherlands,6.0,0.0,6.0
2020-06-08 00:00:00,"Bonaire, Sint Eustatius and Saba",Netherlands,7.0,0.0,6.0
2020-06-09 00:00:00,"Bonaire, Sint Eustatius and Saba",Netherlands,6.0,0.0,6.0
2020-06-10 00:00:00,"Bonaire, Sint Eustatius and Saba",Netherlands,6.0,0.0,6.0
0,0,0,0.0,0.0,0.0
2020-06-05 00:00:00,Amazonas,Peru,5450.0,60.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-08 00:00:00,Amazonas,Peru,2904.0,187.0,0.0
2020-06-09 00:00:00,Amazonas,Peru,12842.0,639.0,0.0
2020-06-10 00:00:00,Amazonas,Peru,11065.0,341.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-06 00:00:00,Apurimac,Peru,112.0,2.0,0.0
2020-06-07 00:00:00,Apurimac,Peru,3231.0,18.0,0.0
2020-06-08 00:00:00,Apurimac,Peru,2020.0,-0.0,0.0
2020-06-09 00:00:00,Apurimac,Peru,266.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-06 00:00:00,Arequipa,Peru,27374.0,32.0,0.0
2020-06-07 00:00:00,Arequipa,Peru,78904.0,788.0,0.0
2020-06-08 00:00:00,Arequipa,Peru,175798.0,1110.0,0.0
2020-06-09 00:00:00,Arequipa,Peru,75095.0,1451.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-04 00:00:00,Ayacucho,Peru,2052.0,96.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-08 00:00:00,Ayacucho,Peru,13598.0,115.0,0.0
2020-06-09 00:00:00,Ayacucho,Peru,35777.0,146.0,0.0
2020-06-10 00:00:00,Ayacucho,Peru,8001.0,112.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-09 00:00:00,Cajamarca,Peru,6572.0,62.0,0.0
2020-06-10 00:00:00,Cajamarca,Peru,26498.0,10.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-05 00:00:00,Callao,Peru,33687.0,3825.0,0.0
2020-06-06 00:00:00,Callao,Peru,61610.0,3497.0,0.0
2020-06-07 00:00:00,Callao,Peru,78584.0,2559.0,0.0
2020-06-08 00:00:00,Callao,Peru,85256.0,1311.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-04 00:00:00,Cusco,Peru,17514.0,3.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-08 00:00:00,Cusco,Peru,3465.0,3.0,0.0
2020-06-09 00:00:00,Cusco,Peru,10060.0,3.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-04 00:00:00,Huancavelica,Peru,3637.0,1.0,0.0
2020-06-05 00:00:00,Huancavelica,Peru,9337.0,1.0,0.0
2020-06-06 00:00:00,Huancavelica,Peru,6913.0,1.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-09 00:00:00,Huancavelica,Peru,4180.0,1.0,0.0
2020-06-10 00:00:00,Huancavelica,Peru,8727.0,1.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-10 00:00:00,Ica,Peru,18167.0,1111.0,0.0
2020-06-04 00:00:00,Junin,Peru,29899.0,97.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-07 00:00:00,La Libertad,Peru,91729.0,711.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-04 00:00:00,Lambayeque,Peru,8147.0,3467.0,0.0
2020-06-05 00:00:00,Lambayeque,Peru,97187.0,246.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-07 00:00:00,Lambayeque,Peru,70971.0,3629.0,0.0
2020-06-08 00:00:00,Lambayeque,Peru,10000.0,7588.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-06 00:00:00,Lima,Peru,2476932.0,19030.0,0.0
2020-06-07 00:00:00,Lima,Peru,1908628.0,39478.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-09 00:00:00,Lima,Peru,1160767.0,25046.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-04 00:00:00,Loreto,Peru,5323.0,925.0,0.0
2020-06-05 00:00:00,Loreto,Peru,92150.0,7003.0,0.0
2020-06-06 00:00:00,Loreto,Peru,93992.0,10679.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-08 00:00:00,Loreto,Peru,14775.0,751.0,0.0
2020-06-09 00:00:00,Loreto,Peru,103199.0,6576.0,0.0
2020-06-10 00:00:00,Loreto,Peru,66226.0,467.0,0.0
2020-06-04 00:00:00,Madre de Dios,Peru,2413.0,6.0,0.0
2020-06-05 00:00:00,Madre de Dios,Peru,3248.0,6.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-10 00:00:00,Madre de Dios,Peru,2616.0,6.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-05 00:00:00,Moquegua,Peru,3977.0,2.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-10 00:00:00,Moquegua,Peru,5476.0,2.0,0.0
2020-06-04 00:00:00,Pasco,Peru,1884.0,76.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-10 00:00:00,Pasco,Peru,871.0,167.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-06 00:00:00,Piura,Peru,38359.0,1042.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-08 00:00:00,Piura,Peru,233727.0,3910.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-05 00:00:00,Puno,Peru,3372.0,66.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-07 00:00:00,Puno,Peru,3156.0,26.0,0.0
2020-06-08 00:00:00,Puno,Peru,6616.0,12.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-04 00:00:00,Tacna,Peru,6759.0,36.0,0.0
2020-06-05 00:00:00,Tacna,Peru,4348.0,49.0,0.0
2020-06-06 00:00:00,Tacna,Peru,1670.0,110.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-07 00:00:00,Ucayali,Peru,109336.0,2257.0,0.0
2020-06-08 00:00:00,Ucayali,Peru,130555.0,1436.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-04 00:00:00,Unknown,Peru,0.0,0.0,2434705.0
2020-06-05 00:00:00,Unknown,Peru,0.0,0.0,1740179.0
2020-06-06 00:00:00,Unknown,Peru,0.0,0.0,1070834.0
2020-06-07 00:00:00,Unknown,Peru,0.0,0.0,1759937.0
2020-06-08 00:00:00,Unknown,Peru,0.0,0.0,734196.0
2020-06-09 00:00:00,Unknown,Peru,0.0,0.0,5148.0
2020-06-10 00:00:00,Unknown,Peru,0.0,0.0,299284.0
0,0,0,0.0,0.0,0.0
2020-06-05 00:00:00,Adygea Republic,Russia,7204.0,9.0,6998.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-08 00:00:00,Adygea Republic,Russia,8284.0,9.0,662.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-06 00:00:00,Altai Krai,Russia,17076.0,12.0,14764.0
2020-06-07 00:00:00,Altai Krai,Russia,30260.0,12.0,6351.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-10 00:00:00,Altai Krai,Russia,57241.0,12.0,17099.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-06 00:00:00,Altai Republic,Russia,506.0,0.0,672.0
2020-06-07 00:00:00,Altai Republic,Russia,2708.0,0.0,738.0
2020-06-08 00:00:00,Altai Republic,Russia,1538.0,0.0,1844.0
2020-06-09 00:00:00,Altai Republic,Russia,89.0,0.0,2623.0
2020-06-10 00:00:00,Altai Republic,Russia,577.0,0.0,3106.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-08 00:00:00,Arkhangelsk Oblast,Russia,3929.0,19.0,5033.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-05 00:00:00,Astrakhan Oblast,Russia,10752.0,176.0,4954.0
2020-06-06 00:00:00,Astrakhan Oblast,Russia,19555.0,616.0,12963.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-09 00:00:00,Astrakhan Oblast,Russia,24587.0,70.0,23856.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-09 00:00:00,Bashkortostan Republic,Russia,127123.0,18.0,20099.0
2020-06-10 00:00:00,Bashkortostan Republic,Russia,37851.0,18.0,457.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-09 00:00:00,Belgorod Oblast,Russia,48694.0,255.0,22425.0
2020-06-10 00:00:00,Belgorod Oblast,Russia,58478.0,213.0,12563.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-07 00:00:00,Bryansk Oblast,Russia,109953.0,31.0,52851.0
2020-06-08 00:00:00,Bryansk Oblast,Russia,987.0,31.0,42188.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-10 00:00:00,Buryatia Republic,Russia,1938.0,10.0,27592.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-07 00:00:00,Chelyabinsk Oblast,Russia,109714.0,139.0,3367.0
0,0,0,0.0,0.0,0.0
2020-06-09 00:00:00,Chelyabinsk Oblast,Russia,44246.0,109.0,7051.0
2020-06-10 00:00:00,Chelyabinsk Oblast,Russia,5304.0,391.0,9521.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-09 00:00:00,Chukotka Autonomous Okrug,Russia,127.0,1.0,253.0
2020-06-10 00:00:00,Chukotka Autonomous Okrug,Russia,170.0,1.0,246.0
0,0,0,0.0,0.0,0.0
2020-06-05 00:00:00,Chuvashia Republic,Russia,63628.0,14.0,29504.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-09 00:00:00,Dagestan Republic,Russia,66360.0,670.0,15783.0
0,0,0,0.0,0.0,0.0
2020-06-04 00:00:00,Ingushetia Republic,Russia,44530.0,180.0,2947.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-06 00:00:00,Ivanovo Oblast,Russia,40642.0,18.0,4247.0
2020-06-07 00:00:00,Ivanovo Oblast,Russia,2713.0,18.0,526.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-10 00:00:00,Kaliningrad Oblast,Russia,9433.0,24.0,10069.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-10 00:00:00,Kalmykia Republic,Russia,13397.0,142.0,512.0
2020-06-04 00:00:00,Kaluga Oblast,Russia,36024.0,260.0,15442.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-06 00:00:00,Karachay-Cherkess Republic,Russia,28928.0,5.0,148.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-04 00:00:00,Karelia Republic,Russia,6550.0,15.0,72.0
0,0,0,0.0,0.0,0.0
2020-06-06 00:00:00,Karelia Republic,Russia,3590.0,23.0,748.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-04 00:00:00,Kemerovo Oblast,Russia,6260.0,7.0,7358.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-07 00:00:00,Khabarovsk Krai,Russia,50928.0,109.0,8441.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-05 00:00:00,Khakassia Republic,Russia,3446.0,10.0,3647.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-08 00:00:00,Khakassia Republic,Russia,3268.0,10.0,13149.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-06 00:00:00,Khanty-Mansi Autonomous Okrug,Russia,28307.0,18.0,28309.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-10 00:00:00,Khanty-Mansi Autonomous Okrug,Russia,12240.0,18.0,1725.0
2020-06-04 00:00:00,Kirov Oblast,Russia,16264.0,17.0,10956.0
2020-06-05 00:00:00,Kirov Oblast,Russia,31046.0,17.0,23157.0
0,0,0,0.0,0.0,0.0
2020-06-07 00:00:00,Kirov Oblast,Russia,837.0,17.0,28437.0
0,0,0,0.0,0.0,0.0
2020-06-09 00:00:00,Kirov Oblast,Russia,28393.0,17.0,16166.0
2020-06-10 00:00:00,Kirov Oblast,Russia,21784.0,17.0,6290.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-04 00:00:00,Krasnodar Krai,Russia,79177.0,305.0,38788.0
0,0,0,0.0,0.0,0.0
2020-06-06 00:00:00,Krasnodar Krai,Russia,52793.0,284.0,38983.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-05 00:00:00,Krasnoyarsk Krai,Russia,3064.0,199.0,20158.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-10 00:00:00,Krasnoyarsk Krai,Russia,21149.0,141.0,46693.0
0,0,0,0.0,0.0,0.0
2020-06-05 00:00:00,Kurgan Oblast,Russia,6303.0,0.0,3106.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-08 00:00:00,Kurgan Oblast,Russia,2806.0,0.0,904.0
0,0,0,0.0,0.0,0.0
2020-06-10 00:00:00,Kurgan Oblast,Russia,1573.0,0.0,2168.0
2020-06-04 00:00:00,Kursk Oblast,Russia,38396.0,13.0,58807.0
2020-06-05 00:00:00,Kursk Oblast,Russia,73079.0,13.0,2615.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
2020-06-05 00:00:00,Magadan Oblast,Russia,2420.0,3.0,1195.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
0,0,0,0.0,0.0,0.0
