Last Update,Province/State,Country,Confirmed,Deaths,Recovered,Suspected
2020-06-04,New South Wales,Australia,4019.0,51.0,3321.0,0
2020-06-05,New South Wales,Australia,4082.0,51.0,3465.0,0
2020-06-06,New South Wales,Australia,4075.0,52.0,3494.0,0
2020-06-07,New South Wales,Australia,4085.0,53.0,3493.0,0
2020-06-08,New South Wales,Australia,4121.0,53.0,3480.0,0
2020-06-09,New South Wales,Australia,4107.0,53.0,3457.0,0
2020-06-10,New South Wales,Australia,4112.0,53.0,3494.0,0
2020-06-04,Victoria,Australia,1995.0,24.0,1829.0,0
2020-06-05,Victoria,Australia,2011.0,24.0,1888.0,0
2020-06-06,Victoria,Australia,2021.0,24.0,1826.0,0
2020-06-07,Victoria,Australia,2029.0,25.0,1885.0,0
2020-06-08,Victoria,Australia,2050.0,25.0,1923.0,0
2020-06-09,Victoria,Australia,2054.0,25.0,1956.0,0
2020-06-10,Victoria,Australia,2058.0,25.0,1980.0,0
2020-06-04,Queensland,Australia,1370.0,8.0,1293.0,0
2020-06-05,Queensland,Australia,1383.0,8.0,1325.0,0
2020-06-06,Queensland,Australia,1373.0,8.0,1369.0,0
2020-06-07,Queensland,Australia,1365.0,8.0,1378.0,0
2020-06-08,Queensland,Australia,1359.0,8.0,1391.0,0
2020-06-09,Queensland,Australia,1357.0,8.0,1418.0,0
2020-06-10,Queensland,Australia,1358.0,8.0,1433.0,0
2020-06-04,South Australia,Australia,574.0,5.0,552.0,0
2020-06-05,South Australia,Australia,582.0,5.0,567.0,0
2020-06-06,South Australia,Australia,582.0,5.0,572.0,0
2020-06-07,South Australia,Australia,577.0,5.0,567.0,0
2020-06-08,South Australia,Australia,573.0,5.0,565.0,0
2020-06-09,South Australia,Australia,570.0,5.0,579.0,0
2020-06-10,South Australia,Australia,569.0,5.0,594.0,0
2020-03-10,From Diamond Princess,Australia,27.0,0.0,0.0,0
2020-03-11,From Diamond Princess,Australia,14.0,0.0,0.0,0
2020-03-13,From Diamond Princess,Australia,38.0,0.0,0.0,0
2020-03-14,From Diamond Princess,Australia,290.0,0.0,0.0,0
2020-03-15,From Diamond Princess,Australia,376.0,0.0,0.0,0
2020-03-16,From Diamond Princess,Australia,73.0,0.0,0.0,0
2020-06-04,Western Australia,Australia,589.0,9.0,690.0,0
2020-06-05,Western Australia,Australia,588.0,9.0,697.0,0
2020-06-06,Western Australia,Australia,587.0,10.0,726.0,0
2020-06-07,Western Australia,Australia,584.0,10.0,727.0,0
2020-06-08,Western Australia,Australia,587.0,10.0,719.0,0
2020-06-09,Western Australia,Australia,588.0,10.0,718.0,0
2020-06-10,Western Australia,Australia,587.0,10.0,724.0,0
2020-06-04,Tasmania,Australia,223.0,17.0,219.0,0
2020-06-05,Tasmania,Australia,221.0,18.0,219.0,0
2020-06-06,Tasmania,Australia,219.0,17.0,226.0,0
2020-06-07,Tasmania,Australia,218.0,17.0,227.0,0
2020-06-08,Tasmania,Australia,218.0,18.0,227.0,0
2020-06-09,Tasmania,Australia,219.0,18.0,231.0,0
2020-06-10,Tasmania,Australia,222.0,18.0,232.0,0
2020-06-04,Northern Territory,Australia,34.0,0.0,37.0,0
2020-06-05,Northern Territory,Australia,34.0,0.0,38.0,0
2020-06-06,Northern Territory,Australia,33.0,0.0,37.0,0
2020-06-07,Northern Territory,Australia,33.0,0.0,39.0,0
2020-06-08,Northern Territory,Australia,32.0,0.0,39.0,0
2020-06-09,Northern Territory,Australia,32.0,0.0,38.0,0
2020-06-10,Northern Territory,Australia,32.0,0.0,39.0,0
2020-03-22,Diamond Princess cruise ship,Australia,0.0,0.0,0.0,0
2020-03-23,Diamond Princess cruise ship,Australia,0.0,0.0,0.0,0
2020-03-24,Diamond Princess cruise ship,Australia,0.0,0.0,0.0,0
2020-03-25,Diamond Princess cruise ship,Australia,0.0,0.0,0.0,0
2020-03-26,Diamond Princess cruise ship,Australia,0.0,0.0,0.0,0
2020-03-27,Diamond Princess cruise ship,Australia,0.0,0.0,0.0,0
2020-03-28,Diamond Princess cruise ship,Australia,0.0,0.0,0.0,0
2020-06-04,Australian Capital Territory,Australia,108.0,3.0,102.0,0
2020-06-05,Australian Capital Territory,Australia,111.0,3.0,106.0,0
2020-06-06,Australian Capital Territory,Australia,110.0,3.0,111.0,0
2020-06-07,Australian Capital Territory,Australia,109.0,3.0,109.0,0
2020-06-08,Australian Capital Territory,Australia,109.0,3.0,105.0,0
2020-06-09,Australian Capital Territory,Australia,110.0,3.0,109.0,0
2020-06-10,Australian Capital Territory,Australia,108.0,3.0,111.0,0
2020-06-05,Acre,Brazil,97058.0,881.0,0.0,0
2020-06-06,Acre,Brazil,73772.0,6571.0,0.0,0
2020-06-07,Acre,Brazil,2596.0,8834.0,0.0,0
2020-06-08,Acre,Brazil,6954.0,2552.0,0.0,0
2020-06-10,Acre,Brazil,41337.0,284.0,0.0,0
2020-06-04,Alagoas,Brazil,11497.0,1532.0,0.0,0
2020-06-08,Alagoas,Brazil,66722.0,2480.0,0.0,0
2020-06-09,Alagoas,Brazil,48023.0,2881.0,0.0,0
2020-06-07,Amapa,Brazil,134613.0,25.0,0.0,0
2020-06-08,Amapa,Brazil,198951.0,55.0,0.0,0
2020-06-09,Amazonas,Brazil,129439.0,12209.0,0.0,0
2020-06-08,Bahia,Brazil,30482.0,4628.0,0.0,0
2020-06-10,Bahia,Brazil,233329.0,7721.0,0.0,0
2020-06-05,Ceara,Brazil,164522.0,40910.0,0.0,0
2020-06-06,Ceara,Brazil,410560.0,135625.0,0.0,0
2020-06-07,Ceara,Brazil,400619.0,63235.0,0.0,0
2020-06-07,Distrito Federal,Brazil,13101.0,1672.0,0.0,0
2020-06-08,Distrito Federal,Brazil,333725.0,782.0,0.0,0
2020-06-10,Espirito Santo,Brazil,107910.0,6475.0,0.0,0
2020-06-04,Goias,Brazil,23655.0,890.0,0.0,0
2020-06-05,Goias,Brazil,47888.0,2666.0,0.0,0
2020-06-06,Goias,Brazil,11204.0,3711.0,0.0,0
2020-06-10,Goias,Brazil,37165.0,884.0,0.0,0
2020-06-04,Maranhao,Brazil,374292.0,1665.0,0.0,0
2020-06-05,Maranhao,Brazil,1315517.0,5706.0,0.0,0
2020-06-06,Maranhao,Brazil,1088462.0,8598.0,0.0,0
2020-06-10,Maranhao,Brazil,3242818.0,13637.0,0.0,0
2020-06-04,Mato Grosso,Brazil,7976.0,495.0,0.0,0
2020-06-05,Mato Grosso,Brazil,29980.0,1412.0,0.0,0
2020-06-06,Mato Grosso,Brazil,32834.0,1691.0,0.0,0
2020-06-08,Mato Grosso do Sul,Brazil,2953.0,288.0,0.0,0
2020-06-04,Minas Gerais,Brazil,57420.0,2595.0,0.0,0
2020-06-05,Minas Gerais,Brazil,140120.0,3616.0,0.0,0
2020-06-04,Parana,Brazil,19043.0,4463.0,0.0,0
2020-06-05,Parana,Brazil,51483.0,12253.0,0.0,0
2020-06-06,Parana,Brazil,73296.0,11520.0,0.0,0
2020-06-07,Parana,Brazil,8484.0,1608.0,0.0,0
2020-06-07,Pernambuco,Brazil,929099.0,20933.0,0.0,0
2020-06-08,Pernambuco,Brazil,852382.0,23020.0,0.0,0
2020-06-09,Pernambuco,Brazil,82274.0,6774.0,0.0,0
2020-06-07,Piaui,Brazil,12070.0,2190.0,0.0,0
2020-06-10,Piaui,Brazil,37944.0,1456.0,0.0,0
2020-06-09,Rio Grande do Norte,Brazil,39526.0,696.0,0.0,0
2020-06-09,Rio Grande do Sul,Brazil,92216.0,1480.0,0.0,0
2020-06-10,Rio Grande do Sul,Brazil,182573.0,1022.0,0.0,0
2020-06-09,Rio de Janeiro,Brazil,2878571.0,27677.0,0.0,0
2020-06-10,Rio de Janeiro,Brazil,1709042.0,5955.0,0.0,0
2020-06-04,Santa Catarina,Brazil,56384.0,594.0,0.0,0
2020-06-05,Santa Catarina,Brazil,108295.0,287.0,0.0,0
2020-06-04,Sergipe,Brazil,36253.0,484.0,0.0,0
2020-06-05,Sergipe,Brazil,136231.0,978.0,0.0,0
2020-06-06,Sergipe,Brazil,209227.0,911.0,0.0,0
2020-06-07,Sergipe,Brazil,78184.0,516.0,0.0,0
2020-06-08,Tocantins,Brazil,119262.0,155.0,0.0,0
2020-06-09,Tocantins,Brazil,21554.0,68.0,0.0,0
2020-06-05,Unknown,Brazil,0.0,0.0,4190.0,0
2020-06-06,Unknown,Brazil,0.0,0.0,2823135.0,0
2020-06-07,Unknown,Brazil,0.0,0.0,3985922.0,0
2020-06-04,Ontario,Canada,31096.0,2469.0,11211.0,0
2020-06-05,Ontario,Canada,31530.0,2512.0,7326.0,0
2020-06-06,Ontario,Canada,31773.0,2531.0,6051.0,0
2020-06-07,Ontario,Canada,32061.0,2532.0,7642.0,0
2020-06-08,Ontario,Canada,32424.0,2549.0,9277.0,0
2020-06-09,Ontario,Canada,32815.0,2572.0,9531.0,0
2020-06-10,Ontario,Canada,33210.0,2591.0,10019.0,0
2020-06-04,British Columbia,Canada,2639.0,173.0,2175.0,0
2020-06-05,British Columbia,Canada,2642.0,175.0,2186.0,0
2020-06-06,British Columbia,Canada,2674.0,176.0,2212.0,0
2020-06-07,British Columbia,Canada,2666.0,175.0,2259.0,0
2020-06-08,British Columbia,Canada,2677.0,178.0,2274.0,0
2020-06-09,British Columbia,Canada,2688.0,180.0,2302.0,0
2020-06-10,British Columbia,Canada,2701.0,182.0,2367.0,0
2020-03-09,"London, ON",Canada,1.0,0.0,2.0,0
2020-03-10,"London, ON",Canada,1.0,0.0,2.0,0
2020-03-11,"London, ON",Canada,1.0,0.0,1.0,0
2020-03-12,"London, ON",Canada,1.0,0.0,1.0,0
2020-03-13,"London, ON",Canada,1.0,0.0,2.0,0
2020-03-14,"London, ON",Canada,1.0,0.0,2.0,0
2020-03-15,"London, ON",Canada,1.0,0.0,2.0,0
2020-03-09,"Toronto, ON",Canada,37.0,0.0,1.0,0
2020-03-11,"Toronto, ON",Canada,37.0,0.0,0.0,0
2020-03-12,"Toronto, ON",Canada,24.0,0.0,2.0,0
2020-03-13,"Toronto, ON",Canada,23.0,0.0,2.0,0
2020-03-14,"Toronto, ON",Canada,27.0,0.0,3.0,0
2020-03-15,"Toronto, ON",Canada,28.0,0.0,3.0,0
2020-03-12," Montreal, QC",Canada,48.0,0.0,0.0,0
2020-03-09,"Calgary, Alberta",Canada,1.0,0.0,0.0,0
2020-03-10,"Calgary, Alberta",Canada,1.0,0.0,0.0,0
2020-03-11,"Calgary, Alberta",Canada,1.0,0.0,0.0,0
2020-03-12,"Calgary, Alberta",Canada,1.0,0.0,0.0,0
2020-03-13,"Calgary, Alberta",Canada,1.0,0.0,0.0,0
2020-03-14,"Calgary, Alberta",Canada,1.0,0.0,0.0,0
2020-03-15,"Calgary, Alberta",Canada,1.0,0.0,0.0,0
2020-06-04,Alberta,Canada,7074.0,154.0,6976.0,0
2020-06-05,Alberta,Canada,7103.0,157.0,6985.0,0
2020-06-06,Alberta,Canada,7094.0,158.0,6804.0,0
2020-06-07,Alberta,Canada,7105.0,156.0,6955.0,0
2020-06-08,Alberta,Canada,7067.0,158.0,7286.0,0
2020-06-09,Alberta,Canada,7019.0,159.0,7451.0,0
2020-06-10,Alberta,Canada,7011.0,161.0,7668.0,0
2020-06-04,Quebec,Canada,52713.0,4890.0,18872.0,0
2020-06-05,Quebec,Canada,53514.0,4971.0,19048.0,0
2020-06-06,Quebec,Canada,54278.0,5066.0,18744.0,0
2020-06-07,Quebec,Canada,54937.0,5168.0,19098.0,0
2020-06-08,Quebec,Canada,55539.0,5219.0,19718.0,0
2020-06-09,Quebec,Canada,56108.0,5297.0,20096.0,0
2020-06-10,Quebec,Canada,56571.0,5392.0,20685.0,0
2020-06-04,New Brunswick,Canada,134.0,0.0,86.0,0
2020-06-05,New Brunswick,Canada,135.0,0.0,75.0,0
2020-06-06,New Brunswick,Canada,136.0,0.0,74.0,0
2020-06-07,New Brunswick,Canada,136.0,0.0,78.0,0
2020-06-08,New Brunswick,Canada,134.0,0.0,68.0,0
2020-06-09,New Brunswick,Canada,132.0,0.0,65.0,0
2020-06-10,New Brunswick,Canada,136.0,0.0,90.0,0
2020-06-04,Grand Princess,Canada,14.0,0.0,9.0,0
2020-06-05,Grand Princess,Canada,13.0,0.0,10.0,0
2020-06-06,Grand Princess,Canada,13.0,0.0,9.0,0
2020-06-07,Grand Princess,Canada,14.0,0.0,9.0,0
2020-06-08,Grand Princess,Canada,13.0,0.0,8.0,0
2020-06-09,Grand Princess,Canada,12.0,0.0,8.0,0
2020-06-10,Grand Princess,Canada,14.0,0.0,8.0,0
2020-06-04,Manitoba,Canada,322.0,7.0,182.0,0
2020-06-05,Manitoba,Canada,328.0,8.0,181.0,0
2020-06-06,Manitoba,Canada,328.0,8.0,187.0,0
2020-06-07,Manitoba,Canada,324.0,8.0,182.0,0
2020-06-08,Manitoba,Canada,322.0,8.0,168.0,0
2020-06-09,Manitoba,Canada,318.0,8.0,170.0,0
2020-06-10,Manitoba,Canada,318.0,8.0,166.0,0
2020-06-04,Saskatchewan,Canada,693.0,11.0,648.0,0
2020-06-05,Saskatchewan,Canada,712.0,11.0,666.0,0
2020-06-06,Saskatchewan,Canada,721.0,11.0,672.0,0
2020-06-07,Saskatchewan,Canada,727.0,11.0,683.0,0
2020-06-08,Saskatchewan,Canada,726.0,11.0,681.0,0
2020-06-09,Saskatchewan,Canada,728.0,11.0,681.0,0
2020-06-10,Saskatchewan,Canada,732.0,11.0,691.0,0
2020-06-04,Newfoundland and Labrador,Canada,267.0,3.0,185.0,0
2020-06-05,Newfoundland and Labrador,Canada,273.0,3.0,167.0,0
2020-06-06,Newfoundland and Labrador,Canada,271.0,3.0,173.0,0
2020-06-07,Newfoundland and Labrador,Canada,272.0,3.0,185.0,0
2020-06-08,Newfoundland and Labrador,Canada,268.0,3.0,172.0,0
2020-06-09,Newfoundland and Labrador,Canada,261.0,3.0,163.0,0
2020-06-10,Newfoundland and Labrador,Canada,260.0,4.0,172.0,0
2020-06-04,Prince Edward Island,Canada,29.0,0.0,20.0,0
2020-06-05,Prince Edward Island,Canada,28.0,-0.0,18.0,0
2020-06-06,Prince Edward Island,Canada,27.0,-0.0,19.0,0
2020-06-07,Prince Edward Island,Canada,27.0,0.0,20.0,0
2020-06-08,Prince Edward Island,Canada,28.0,0.0,18.0,0
2020-06-09,Prince Edward Island,Canada,28.0,0.0,17.0,0
2020-06-10,Prince Edward Island,Canada,28.0,-0.0,18.0,0
2020-06-04,Nova Scotia,Canada,1062.0,62.0,673.0,0
2020-06-05,Nova Scotia,Canada,1065.0,62.0,666.0,0
2020-06-06,Nova Scotia,Canada,1071.0,62.0,720.0,0
2020-06-07,Nova Scotia,Canada,1062.0,64.0,737.0,0
2020-06-08,Nova Scotia,Canada,1050.0,64.0,631.0,0
2020-06-09,Nova Scotia,Canada,1053.0,64.0,602.0,0
2020-06-10,Nova Scotia,Canada,1069.0,64.0,626.0,0
2020-06-04,Northwest Territories,Canada,5.0,0.0,4.0,0
2020-06-05,Northwest Territories,Canada,6.0,0.0,4.0,0
2020-06-06,Northwest Territories,Canada,6.0,0.0,4.0,0
2020-06-07,Northwest Territories,Canada,6.0,0.0,4.0,0
2020-06-08,Northwest Territories,Canada,6.0,0.0,4.0,0
2020-06-09,Northwest Territories,Canada,6.0,0.0,3.0,0
2020-06-10,Northwest Territories,Canada,6.0,0.0,4.0,0
2020-06-04,Diamond Princess cruise ship,Canada,1.0,1.0,0.0,0
2020-06-05,Diamond Princess cruise ship,Canada,1.0,1.0,0.0,0
2020-06-06,Diamond Princess cruise ship,Canada,1.0,1.0,0.0,0
2020-06-07,Diamond Princess cruise ship,Canada,1.0,1.0,0.0,0
2020-06-08,Diamond Princess cruise ship,Canada,1.0,1.0,0.0,0
2020-06-09,Diamond Princess cruise ship,Canada,1.0,1.0,0.0,0
2020-06-10,Diamond Princess cruise ship,Canada,1.0,1.0,0.0,0
2020-05-14,Recovered,Canada,0.0,0.0,35731.0,0
2020-05-15,Recovered,Canada,0.0,0.0,36446.0,0
2020-05-16,Recovered,Canada,0.0,0.0,37643.0,0
2020-05-17,Recovered,Canada,0.0,0.0,38596.0,0
2020-05-18,Recovered,Canada,0.0,0.0,39371.0,0
2020-05-19,Recovered,Canada,0.0,0.0,40529.0,0
2020-05-20,Recovered,Canada,0.0,0.0,41560.0,0
2020-06-04,Yukon,Canada,11.0,0.0,9.0,0
2020-06-05,Yukon,Canada,11.0,0.0,9.0,0
2020-06-06,Yukon,Canada,11.0,0.0,9.0,0
2020-06-07,Yukon,Canada,11.0,0.0,9.0,0
2020-06-08,Yukon,Canada,11.0,0.0,9.0,0
2020-06-09,Yukon,Canada,11.0,0.0,8.0,0
2020-06-10,Yukon,Canada,11.0,0.0,8.0,0
2020-06-08,Antofagasta,Chile,5493.0,447.0,0.0,0
2020-06-04,Araucania,Chile,8420.0,765.0,0.0,0
2020-06-05,Araucania,Chile,16425.0,1823.0,0.0,0
2020-06-06,Araucania,Chile,16937.0,1449.0,0.0,0
2020-06-07,Araucania,Chile,42210.0,220.0,0.0,0
2020-06-04,Atacama,Chile,2331.0,0.0,0.0,0
2020-06-05,Atacama,Chile,2925.0,0.0,0.0,0
2020-06-08,Atacama,Chile,2325.0,0.0,0.0,0
2020-06-09,Atacama,Chile,5213.0,0.0,0.0,0
2020-06-10,Atacama,Chile,778.0,0.0,0.0,0
2020-06-08,Aysen,Chile,122.0,0.0,0.0,0
2020-06-09,Aysen,Chile,210.0,0.0,0.0,0
2020-06-10,Aysen,Chile,122.0,0.0,0.0,0
2020-06-07,Biobio,Chile,30143.0,86.0,0.0,0
2020-06-08,Biobio,Chile,23862.0,21.0,0.0,0
2020-06-10,Biobio,Chile,14180.0,60.0,0.0,0
2020-06-04,Coquimbo,Chile,2958.0,7.0,0.0,0
2020-06-05,Coquimbo,Chile,5189.0,11.0,0.0,0
2020-06-06,Coquimbo,Chile,1778.0,6.0,0.0,0
2020-06-08,Coquimbo,Chile,2133.0,0.0,0.0,0
2020-06-04,Los Lagos,Chile,6397.0,96.0,0.0,0
2020-06-05,Los Lagos,Chile,18150.0,307.0,0.0,0
2020-06-06,Los Lagos,Chile,19221.0,365.0,0.0,0
2020-06-05,Los Rios,Chile,1182.0,70.0,0.0,0
2020-06-10,Los Rios,Chile,5211.0,133.0,0.0,0
2020-06-10,Magallanes,Chile,23082.0,121.0,0.0,0
2020-06-04,Maule,Chile,7305.0,11.0,0.0,0
2020-06-09,Metropolitana,Chile,1008496.0,5936.0,0.0,0
2020-06-10,Metropolitana,Chile,346363.0,21358.0,0.0,0
2020-06-08,Nuble,Chile,13481.0,81.0,0.0,0
2020-06-10,OHiggins,Chile,25063.0,12.0,0.0,0
2020-06-07,Tarapaca,Chile,71775.0,349.0,0.0,0
2020-06-08,Tarapaca,Chile,34776.0,487.0,0.0,0
2020-06-09,Tarapaca,Chile,21855.0,74.0,0.0,0
2020-06-10,Tarapaca,Chile,25294.0,25.0,0.0,0
2020-06-06,Unknown,Chile,0.0,1589.0,152799.0,0
2020-06-07,Unknown,Chile,0.0,10538.0,101034.0,0
2020-06-08,Unknown,Chile,0.0,9586.0,11808.0,0
2020-06-07,Valparaiso,Chile,12302.0,421.0,0.0,0
2020-06-05,Arauca,Colombia,1.0,0.0,16.0,0
2020-06-08,Arauca,Colombia,1.0,0.0,4.0,0
2020-06-09,Arauca,Colombia,1.0,0.0,21.0,0
2020-06-10,Arauca,Colombia,1.0,0.0,17.0,0
2020-06-07,Bolivar,Colombia,14131.0,2495.0,5740.0,0
2020-06-09,Bolivar,Colombia,13048.0,1471.0,3411.0,0
2020-06-04,Boyaca,Colombia,2252.0,100.0,239.0,0
2020-06-04,Caldas,Colombia,2229.0,6.0,670.0,0
2020-06-05,Caldas,Colombia,2184.0,6.0,1395.0,0
2020-06-07,Caldas,Colombia,4289.0,6.0,1715.0,0
2020-06-07,Capital District,Colombia,944.0,1448.0,98346.0,0
2020-06-07,Caqueta,Colombia,24.0,12.0,507.0,0
2020-06-08,Caqueta,Colombia,24.0,13.0,504.0,0
2020-06-09,Caqueta,Colombia,24.0,32.0,304.0,0
2020-06-10,Caqueta,Colombia,24.0,6.0,115.0,0
2020-06-05,Casanare,Colombia,719.0,0.0,374.0,0
2020-06-08,Casanare,Colombia,611.0,0.0,53.0,0
2020-06-09,Casanare,Colombia,1105.0,0.0,112.0,0
2020-06-04,Cauca,Colombia,732.0,4.0,292.0,0
2020-06-06,Cesar,Colombia,1234.0,12.0,447.0,0
2020-06-07,Cesar,Colombia,212.0,12.0,66.0,0
2020-06-05,Choco,Colombia,1661.0,27.0,801.0,0
2020-06-09,Choco,Colombia,1678.0,72.0,195.0,0
2020-06-10,Choco,Colombia,1995.0,185.0,828.0,0
2020-06-06,Cordoba,Colombia,1689.0,89.0,164.0,0
2020-06-05,Huila,Colombia,8308.0,13.0,1112.0,0
2020-06-09,Huila,Colombia,1752.0,13.0,707.0,0
2020-06-06,La Guajira,Colombia,780.0,4.0,443.0,0
2020-06-07,La Guajira,Colombia,855.0,4.0,299.0,0
2020-06-08,La Guajira,Colombia,711.0,4.0,74.0,0
2020-06-05,Magdalena,Colombia,613.0,2474.0,2189.0,0
2020-06-08,Meta,Colombia,16743.0,135.0,15055.0,0
2020-06-09,Meta,Colombia,5990.0,300.0,8159.0,0
2020-06-08,Norte de Santander,Colombia,1357.0,209.0,818.0,0
2020-06-05,Risaralda,Colombia,1512.0,30.0,5184.0,0
2020-06-04,San Andres y Providencia,Colombia,17.0,0.0,118.0,0
2020-06-05,San Andres y Providencia,Colombia,17.0,0.0,331.0,0
2020-06-06,San Andres y Providencia,Colombia,17.0,0.0,318.0,0
2020-06-07,San Andres y Providencia,Colombia,17.0,0.0,334.0,0
2020-06-08,San Andres y Providencia,Colombia,17.0,0.0,328.0,0
2020-06-09,San Andres y Providencia,Colombia,17.0,0.0,87.0,0
2020-06-10,San Andres y Providencia,Colombia,17.0,0.0,44.0,0
2020-06-05,Sucre,Colombia,83.0,0.0,18.0,0
2020-06-06,Sucre,Colombia,174.0,0.0,30.0,0
2020-06-08,Sucre,Colombia,221.0,0.0,65.0,0
2020-06-09,Sucre,Colombia,713.0,0.0,188.0,0
2020-06-10,Sucre,Colombia,107.0,0.0,29.0,0
2020-06-04,Vaupes,Colombia,11.0,0.0,0.0,0
2020-06-05,Vaupes,Colombia,11.0,0.0,0.0,0
2020-06-06,Vaupes,Colombia,11.0,0.0,0.0,0
2020-06-07,Vaupes,Colombia,11.0,0.0,0.0,0
2020-06-08,Vaupes,Colombia,11.0,0.0,0.0,0
2020-06-09,Vaupes,Colombia,11.0,0.0,0.0,0
2020-06-10,Vaupes,Colombia,11.0,0.0,0.0,0
2020-06-04,Guainia,Colombia,6.0,0.0,0.0,0
2020-06-05,Guainia,Colombia,6.0,0.0,0.0,0
2020-06-06,Guainia,Colombia,6.0,0.0,0.0,0
2020-06-07,Guainia,Colombia,6.0,0.0,0.0,0
2020-06-08,Guainia,Colombia,6.0,0.0,0.0,0
2020-06-09,Guainia,Colombia,6.0,0.0,0.0,0
2020-06-10,Guainia,Colombia,6.0,0.0,0.0,0
2020-06-04,Vichada,Colombia,1.0,0.0,0.0,0
2020-06-05,Vichada,Colombia,1.0,0.0,0.0,0
2020-06-06,Vichada,Colombia,1.0,0.0,0.0,0
2020-06-07,Vichada,Colombia,1.0,0.0,0.0,0
2020-06-08,Vichada,Colombia,1.0,0.0,0.0,0
2020-06-09,Vichada,Colombia,1.0,0.0,0.0,0
2020-06-10,Vichada,Colombia,1.0,0.0,0.0,0
2020-06-07,Unknown,Colombia,19063.0,0.0,0.0,0
2020-06-09,Unknown,Colombia,1057.0,0.0,0.0,0
2020-03-28,Denmark,Denmark,14964.0,55.0,1.0,0
2020-06-04,Faroe Islands,Denmark,190.0,0.0,190.0,0
2020-06-05,Faroe Islands,Denmark,186.0,0.0,189.0,0
2020-06-06,Faroe Islands,Denmark,186.0,0.0,188.0,0
2020-06-07,Faroe Islands,Denmark,187.0,0.0,194.0,0
2020-06-08,Faroe Islands,Denmark,184.0,0.0,197.0,0
2020-06-09,Faroe Islands,Denmark,185.0,0.0,198.0,0
2020-06-10,Faroe Islands,Denmark,190.0,0.0,201.0,0
2020-06-04,Greenland,Denmark,12.0,0.0,10.0,0
2020-06-05,Greenland,Denmark,12.0,0.0,10.0,0
2020-06-06,Greenland,Denmark,12.0,0.0,10.0,0
2020-06-07,Greenland,Denmark,12.0,0.0,13.0,0
2020-06-08,Greenland,Denmark,12.0,0.0,13.0,0
2020-06-09,Greenland,Denmark,12.0,0.0,14.0,0
2020-06-10,Greenland,Denmark,12.0,0.0,14.0,0
2020-03-23,France,France,187658.0,4698.0,12.0,0
2020-03-27,France,France,689707.0,6871.0,12.0,0
2020-03-28,France,France,450878.0,6276.0,12.0,0
2020-06-04,Saint Barthelemy,France,6.0,0.0,6.0,0
2020-06-05,Saint Barthelemy,France,6.0,0.0,6.0,0
2020-06-06,Saint Barthelemy,France,6.0,0.0,6.0,0
2020-06-07,Saint Barthelemy,France,6.0,0.0,6.0,0
2020-06-08,Saint Barthelemy,France,6.0,0.0,6.0,0
2020-06-09,Saint Barthelemy,France,6.0,0.0,6.0,0
2020-06-10,Saint Barthelemy,France,6.0,0.0,6.0,0
2020-06-04,St Martin,France,43.0,4.0,34.0,0
2020-06-05,St Martin,France,45.0,4.0,35.0,0
2020-06-06,St Martin,France,45.0,4.0,36.0,0
2020-06-07,St Martin,France,44.0,4.0,36.0,0
2020-06-08,St Martin,France,44.0,4.0,35.0,0
2020-06-09,St Martin,France,44.0,4.0,35.0,0
2020-06-10,St Martin,France,44.0,4.0,35.0,0
2020-06-08,French Polynesia,France,1366.0,56.0,219.0,0
2020-06-04,French Guiana,France,565.0,1.0,198.0,0
2020-06-05,French Guiana,France,588.0,1.0,197.0,0
2020-06-06,French Guiana,France,608.0,1.0,210.0,0
2020-06-07,French Guiana,France,632.0,1.0,215.0,0
2020-06-08,French Guiana,France,653.0,1.0,215.0,0
2020-06-09,French Guiana,France,673.0,1.0,223.0,0
2020-06-10,French Guiana,France,691.0,1.0,231.0,0
2020-06-04,Mayotte,France,2024.0,26.0,1607.0,0
2020-06-05,Mayotte,France,2054.0,27.0,1647.0,0
2020-06-06,Mayotte,France,2104.0,27.0,1667.0,0
2020-06-07,Mayotte,France,2164.0,28.0,1688.0,0
2020-06-08,Mayotte,France,2237.0,28.0,1755.0,0
2020-06-09,Mayotte,France,2305.0,29.0,1828.0,0
2020-06-10,Mayotte,France,2328.0,29.0,1944.0,0
2020-06-04,Guadeloupe,France,160.0,15.0,132.0,0
2020-06-05,Guadeloupe,France,156.0,15.0,138.0,0
2020-06-06,Guadeloupe,France,158.0,15.0,142.0,0
2020-06-07,Guadeloupe,France,167.0,15.0,140.0,0
2020-06-08,Guadeloupe,France,167.0,16.0,140.0,0
2020-06-09,Guadeloupe,France,166.0,16.0,144.0,0
2020-06-10,Guadeloupe,France,166.0,16.0,150.0,0
2020-06-04,Reunion,France,479.0,1.0,417.0,0
2020-06-05,Reunion,France,470.0,1.0,410.0,0
2020-06-06,Reunion,France,467.0,1.0,411.0,0
2020-06-07,Reunion,France,466.0,1.0,418.0,0
2020-06-08,Reunion,France,466.0,0.0,413.0,0
2020-06-09,Reunion,France,477.0,1.0,405.0,0
2020-06-10,Reunion,France,485.0,1.0,424.0,0
2020-06-04,New Caledonia,France,19.0,0.0,24.0,0
2020-06-05,New Caledonia,France,19.0,0.0,26.0,0
2020-06-06,New Caledonia,France,18.0,0.0,25.0,0
2020-06-07,New Caledonia,France,18.0,0.0,25.0,0
2020-06-08,New Caledonia,France,18.0,0.0,24.0,0
2020-06-09,New Caledonia,France,19.0,0.0,24.0,0
