Last Update,Province/State,Country,Confirmed,Deaths,Recovered,Suspected
2020-06-08,Idaho,US,3033.0,82.0,0.0,0
2020-06-09,Idaho,US,3082.0,84.0,0.0,0
2020-06-10,Idaho,US,3128.0,87.0,0.0,0
2020-06-04,Indiana,US,36126.0,2244.0,0.0,0
2020-06-05,Indiana,US,36725.0,2314.0,0.0,0
2020-06-06,Indiana,US,37455.0,2367.0,0.0,0
2020-06-07,Indiana,US,38029.0,2364.0,0.0,0
2020-06-08,Indiana,US,38454.0,2369.0,0.0,0
2020-06-09,Indiana,US,38817.0,2431.0,0.0,0
2020-06-10,Indiana,US,39272.0,2480.0,0.0,0
2020-06-04,Iowa,US,20643.0,589.0,0.0,0
2020-06-05,Iowa,US,20908.0,609.0,0.0,0
2020-06-06,Iowa,US,21274.0,623.0,0.0,0
2020-06-07,Iowa,US,21653.0,632.0,0.0,0
2020-06-08,Iowa,US,21865.0,642.0,0.0,0
2020-06-09,Iowa,US,22054.0,655.0,0.0,0
2020-06-10,Iowa,US,22355.0,669.0,0.0,0
2020-06-04,Kansas,US,10295.0,231.0,0.0,0
2020-06-05,Kansas,US,10493.0,234.0,0.0,0
2020-06-06,Kansas,US,10620.0,233.0,0.0,0
2020-06-07,Kansas,US,10746.0,233.0,0.0,0
2020-06-08,Kansas,US,10921.0,238.0,0.0,0
2020-06-09,Kansas,US,10957.0,240.0,0.0,0
2020-06-10,Kansas,US,11044.0,241.0,0.0,0
2020-06-04,Kentucky,US,10574.0,462.0,-0.0,0
2020-06-05,Kentucky,US,10856.0,470.0,-0.0,0
2020-06-06,Kentucky,US,11006.0,477.0,-0.0,0
2020-06-07,Kentucky,US,11101.0,480.0,-0.0,0
2020-06-08,Kentucky,US,11222.0,484.0,-0.0,0
2020-06-09,Kentucky,US,11444.0,492.0,0.0,0
2020-06-10,Kentucky,US,11597.0,499.0,-0.0,0
2020-06-04,Louisiana,US,41809.0,2908.0,0.0,0
2020-06-05,Louisiana,US,42010.0,2947.0,0.0,0
2020-06-06,Louisiana,US,42420.0,2960.0,0.0,0
2020-06-07,Louisiana,US,42479.0,2962.0,0.0,0
2020-06-08,Louisiana,US,42672.0,2980.0,0.0,0
2020-06-09,Louisiana,US,43080.0,3013.0,0.0,0
2020-06-10,Louisiana,US,43447.0,3040.0,0.0,0
2020-06-04,Maine,US,2480.0,96.0,0.0,0
2020-06-05,Maine,US,2508.0,99.0,0.0,0
2020-06-06,Maine,US,2561.0,100.0,0.0,0
2020-06-07,Maine,US,2614.0,100.0,0.0,0
2020-06-08,Maine,US,2635.0,101.0,0.0,0
2020-06-09,Maine,US,2656.0,103.0,0.0,0
2020-06-10,Maine,US,2692.0,104.0,0.0,0
2020-06-04,Maryland,US,56162.0,2672.0,-0.0,0
2020-06-05,Maryland,US,57319.0,2712.0,-0.0,0
2020-06-06,Maryland,US,58474.0,2772.0,-0.0,0
2020-06-07,Maryland,US,59555.0,2805.0,-0.0,0
2020-06-08,Maryland,US,60663.0,2849.0,-0.0,0
2020-06-09,Maryland,US,61684.0,2888.0,0.0,0
2020-06-10,Maryland,US,62687.0,2920.0,-0.0,0
2020-06-04,Massachusetts,US,102639.0,7245.0,-0.0,0
2020-06-05,Massachusetts,US,104278.0,7349.0,-0.0,0
2020-06-06,Massachusetts,US,105684.0,7460.0,-0.0,0
2020-06-07,Massachusetts,US,106590.0,7580.0,-0.0,0
2020-06-08,Massachusetts,US,107364.0,7646.0,-0.0,0
2020-06-09,Massachusetts,US,108233.0,7721.0,-0.0,0
2020-06-10,Massachusetts,US,109066.0,7840.0,0.0,0
2020-06-04,Michigan,US,58816.0,5596.0,0.0,0
2020-06-05,Michigan,US,59381.0,5645.0,0.0,0
2020-06-06,Michigan,US,59815.0,5704.0,0.0,0
2020-06-07,Michigan,US,60311.0,5742.0,0.0,0
2020-06-08,Michigan,US,60646.0,5788.0,0.0,0
2020-06-09,Michigan,US,60980.0,5863.0,0.0,0
2020-06-10,Michigan,US,61604.0,5932.0,0.0,0
2020-06-04,Minnesota,US,26440.0,1129.0,0.0,0
2020-06-05,Minnesota,US,27135.0,1162.0,0.0,0
2020-06-06,Minnesota,US,27834.0,1186.0,0.0,0
2020-06-07,Minnesota,US,28506.0,1207.0,0.0,0
2020-06-08,Minnesota,US,29174.0,1224.0,0.0,0
2020-06-09,Minnesota,US,29749.0,1246.0,0.0,0
2020-06-10,Minnesota,US,30304.0,1269.0,0.0,0
2020-06-04,Mississippi,US,16718.0,799.0,0.0,0
2020-06-05,Mississippi,US,17124.0,827.0,0.0,0
2020-06-06,Mississippi,US,17456.0,854.0,0.0,0
2020-06-07,Mississippi,US,17784.0,867.0,0.0,0
2020-06-08,Mississippi,US,18090.0,875.0,0.0,0
2020-06-09,Mississippi,US,18346.0,893.0,0.0,0
2020-06-10,Mississippi,US,18569.0,905.0,0.0,0
2020-06-04,Missouri,US,14444.0,805.0,0.0,0
2020-06-05,Missouri,US,14631.0,826.0,0.0,0
2020-06-06,Missouri,US,14940.0,847.0,0.0,0
2020-06-07,Missouri,US,15145.0,862.0,0.0,0
2020-06-08,Missouri,US,15261.0,884.0,0.0,0
2020-06-09,Missouri,US,15427.0,899.0,0.0,0
2020-06-10,Missouri,US,15649.0,906.0,0.0,0
2020-06-04,Montana,US,527.0,18.0,0.0,0
2020-06-05,Montana,US,530.0,18.0,0.0,0
2020-06-06,Montana,US,534.0,18.0,0.0,0
2020-06-07,Montana,US,538.0,17.0,0.0,0
2020-06-08,Montana,US,541.0,18.0,0.0,0
2020-06-09,Montana,US,546.0,19.0,0.0,0
2020-06-10,Montana,US,547.0,19.0,0.0,0
2020-06-04,Nebraska,US,15252.0,180.0,0.0,0
2020-06-05,Nebraska,US,15599.0,182.0,0.0,0
2020-06-06,Nebraska,US,15971.0,188.0,0.0,0
2020-06-07,Nebraska,US,16304.0,192.0,0.0,0
2020-06-08,Nebraska,US,16581.0,191.0,0.0,0
2020-06-09,Nebraska,US,16669.0,191.0,0.0,0
2020-06-10,Nebraska,US,16832.0,196.0,0.0,0
2020-06-04,Nevada,US,9038.0,440.0,0.0,0
2020-06-05,Nevada,US,9175.0,443.0,0.0,0
2020-06-06,Nevada,US,9227.0,453.0,0.0,0
2020-06-07,Nevada,US,9348.0,457.0,0.0,0
2020-06-08,Nevada,US,9474.0,459.0,0.0,0
2020-06-09,Nevada,US,9573.0,467.0,0.0,0
2020-06-10,Nevada,US,9657.0,476.0,0.0,0
2020-06-04,New Hampshire,US,4940.0,269.0,0.0,0
2020-06-05,New Hampshire,US,5056.0,274.0,0.0,0
2020-06-06,New Hampshire,US,5152.0,284.0,0.0,0
2020-06-07,New Hampshire,US,5229.0,292.0,0.0,0
2020-06-08,New Hampshire,US,5286.0,298.0,0.0,0
2020-06-09,New Hampshire,US,5321.0,305.0,0.0,0
2020-06-10,New Hampshire,US,5390.0,312.0,0.0,0
2020-06-04,New Jersey,US,164133.0,12052.0,-0.0,0
2020-06-05,New Jersey,US,165272.0,12234.0,-0.0,0
2020-06-06,New Jersey,US,165967.0,12353.0,-0.0,0
2020-06-07,New Jersey,US,167273.0,12380.0,-0.0,0
2020-06-08,New Jersey,US,168232.0,12364.0,-0.0,0
2020-06-09,New Jersey,US,168821.0,12466.0,0.0,0
2020-06-10,New Jersey,US,169661.0,12602.0,-0.0,0
2020-06-04,New Mexico,US,8241.0,383.0,0.0,0
2020-06-05,New Mexico,US,8377.0,390.0,0.0,0
2020-06-06,New Mexico,US,8540.0,395.0,0.0,0
2020-06-07,New Mexico,US,8680.0,401.0,0.0,0
2020-06-08,New Mexico,US,8745.0,406.0,0.0,0
2020-06-09,New Mexico,US,8811.0,413.0,0.0,0
2020-06-10,New Mexico,US,8950.0,421.0,0.0,0
2020-06-04,New York,US,377729.0,30547.0,0.0,0
2020-06-05,New York,US,380738.0,30819.0,0.0,0
2020-06-06,New York,US,384078.0,30897.0,0.0,0
2020-06-07,New York,US,385984.0,30914.0,0.0,0
2020-06-08,New York,US,387876.0,30817.0,0.0,0
2020-06-09,New York,US,390216.0,30786.0,0.0,0
2020-06-10,New York,US,392490.0,30961.0,0.0,0
2020-06-04,North Carolina,US,31728.0,1007.0,0.0,0
2020-06-05,North Carolina,US,32697.0,1035.0,0.0,0
2020-06-06,North Carolina,US,33744.0,1052.0,0.0,0
2020-06-07,North Carolina,US,34506.0,1065.0,0.0,0
2020-06-08,North Carolina,US,35020.0,1082.0,0.0,0
2020-06-09,North Carolina,US,35501.0,1108.0,0.0,0
2020-06-10,North Carolina,US,36177.0,1133.0,0.0,0
2020-06-04,North Dakota,US,2749.0,66.0,0.0,0
2020-06-05,North Dakota,US,2791.0,68.0,0.0,0
2020-06-06,North Dakota,US,2847.0,70.0,0.0,0
2020-06-07,North Dakota,US,2891.0,71.0,0.0,0
2020-06-08,North Dakota,US,2926.0,72.0,0.0,0
2020-06-09,North Dakota,US,2932.0,74.0,0.0,0
2020-06-10,North Dakota,US,2957.0,76.0,0.0,0
2020-06-04,Ohio,US,37336.0,2342.0,0.0,0
2020-06-05,Ohio,US,37902.0,2405.0,0.0,0
2020-06-06,Ohio,US,38378.0,2453.0,0.0,0
2020-06-07,Ohio,US,38961.0,2469.0,0.0,0
2020-06-08,Ohio,US,39595.0,2499.0,0.0,0
2020-06-09,Ohio,US,39921.0,2541.0,0.0,0
2020-06-10,Ohio,US,40261.0,2585.0,0.0,0
2020-06-04,Oklahoma,US,6916.0,344.0,0.0,0
2020-06-05,Oklahoma,US,7011.0,346.0,0.0,0
2020-06-06,Oklahoma,US,7089.0,350.0,0.0,0
2020-06-07,Oklahoma,US,7158.0,355.0,0.0,0
2020-06-08,Oklahoma,US,7219.0,356.0,0.0,0
2020-06-09,Oklahoma,US,7308.0,361.0,0.0,0
2020-06-10,Oklahoma,US,7382.0,364.0,0.0,0
2020-06-04,Oregon,US,4437.0,159.0,0.0,0
2020-06-05,Oregon,US,4512.0,162.0,0.0,0
2020-06-06,Oregon,US,4552.0,164.0,0.0,0
2020-06-07,Oregon,US,4594.0,166.0,0.0,0
2020-06-08,Oregon,US,4659.0,169.0,0.0,0
2020-06-09,Oregon,US,4725.0,174.0,0.0,0
2020-06-10,Oregon,US,4749.0,176.0,0.0,0
2020-06-04,Pennsylvania,US,79090.0,5931.0,0.0,0
2020-06-05,Pennsylvania,US,80210.0,6087.0,0.0,0
2020-06-06,Pennsylvania,US,81176.0,6191.0,0.0,0
2020-06-07,Pennsylvania,US,82227.0,6282.0,0.0,0
2020-06-08,Pennsylvania,US,83378.0,6329.0,0.0,0
2020-06-09,Pennsylvania,US,84498.0,6386.0,0.0,0
2020-06-10,Pennsylvania,US,85476.0,6449.0,0.0,0
2020-06-04,Rhode Island,US,15270.0,777.0,0.0,0
2020-06-05,Rhode Island,US,15466.0,800.0,0.0,0
2020-06-06,Rhode Island,US,15671.0,819.0,0.0,0
2020-06-07,Rhode Island,US,15784.0,831.0,0.0,0
2020-06-08,Rhode Island,US,15813.0,840.0,0.0,0
2020-06-09,Rhode Island,US,15853.0,853.0,0.0,0
2020-06-10,Rhode Island,US,15964.0,861.0,0.0,0
2020-06-04,South Carolina,US,12719.0,517.0,0.0,0
2020-06-05,South Carolina,US,12981.0,526.0,0.0,0
2020-06-06,South Carolina,US,13255.0,529.0,0.0,0
2020-06-07,South Carolina,US,13501.0,528.0,0.0,0
2020-06-08,South Carolina,US,13687.0,532.0,0.0,0
2020-06-09,South Carolina,US,13924.0,541.0,0.0,0
2020-06-10,South Carolina,US,14153.0,554.0,0.0,0
2020-06-04,South Dakota,US,5207.0,65.0,0.0,0
2020-06-05,South Dakota,US,5290.0,70.0,0.0,0
2020-06-06,South Dakota,US,5396.0,73.0,0.0,0
2020-06-07,South Dakota,US,5514.0,73.0,0.0,0
2020-06-08,South Dakota,US,5662.0,74.0,0.0,0
2020-06-09,South Dakota,US,5803.0,76.0,0.0,0
2020-06-10,South Dakota,US,5918.0,77.0,0.0,0
2020-06-04,Tennessee,US,24782.0,395.0,0.0,0
2020-06-05,Tennessee,US,25048.0,403.0,0.0,0
2020-06-06,Tennessee,US,25387.0,410.0,0.0,0
2020-06-07,Tennessee,US,25580.0,411.0,0.0,0
2020-06-08,Tennessee,US,25868.0,415.0,0.0,0
2020-06-09,Tennessee,US,26351.0,426.0,0.0,0
2020-06-10,Tennessee,US,26599.0,433.0,0.0,0
2020-06-04,Texas,US,70295.0,1766.0,0.0,0
2020-06-05,Texas,US,71511.0,1785.0,0.0,0
2020-06-06,Texas,US,73155.0,1803.0,0.0,0
2020-06-07,Texas,US,74496.0,1821.0,0.0,0
2020-06-08,Texas,US,75649.0,1838.0,0.0,0
2020-06-09,Texas,US,77329.0,1867.0,0.0,0
2020-06-10,Texas,US,78928.0,1897.0,0.0,0
2020-06-04,Utah,US,10701.0,119.0,0.0,0
2020-06-05,Utah,US,10922.0,123.0,0.0,0
2020-06-06,Utah,US,11106.0,127.0,0.0,0
2020-06-07,Utah,US,11270.0,128.0,0.0,0
2020-06-08,Utah,US,11390.0,128.0,0.0,0
2020-06-09,Utah,US,11507.0,132.0,0.0,0
2020-06-10,Utah,US,11660.0,135.0,0.0,0
2020-06-04,Vermont,US,1015.0,55.0,0.0,0
2020-06-05,Vermont,US,1029.0,55.0,0.0,0
2020-06-06,Vermont,US,1039.0,56.0,0.0,0
2020-06-07,Vermont,US,1046.0,55.0,0.0,0
2020-06-08,Vermont,US,1042.0,54.0,0.0,0
2020-06-09,Vermont,US,1041.0,53.0,0.0,0
2020-06-10,Vermont,US,1045.0,52.0,0.0,0
2020-06-04,Virginia,US,48052.0,1501.0,0.0,0
2020-06-05,Virginia,US,48580.0,1528.0,0.0,0
2020-06-06,Virginia,US,49293.0,1555.0,0.0,0
2020-06-07,Virginia,US,50210.0,1584.0,0.0,0
2020-06-08,Virginia,US,51031.0,1609.0,0.0,0
2020-06-09,Virginia,US,51911.0,1634.0,0.0,0
2020-06-10,Virginia,US,52794.0,1658.0,0.0,0
2020-06-04,West Virginia,US,2138.0,76.0,0.0,0
2020-06-05,West Virginia,US,2173.0,77.0,0.0,0
2020-06-06,West Virginia,US,2194.0,77.0,0.0,0
2020-06-07,West Virginia,US,2256.0,77.0,0.0,0
2020-06-08,West Virginia,US,2292.0,76.0,0.0,0
2020-06-09,West Virginia,US,2314.0,76.0,0.0,0
2020-06-10,West Virginia,US,2359.0,76.0,0.0,0
2020-06-04,Wisconsin,US,19792.0,625.0,-0.0,0
2020-06-05,Wisconsin,US,20274.0,641.0,-0.0,0
2020-06-06,Wisconsin,US,20713.0,655.0,-0.0,0
2020-06-07,Wisconsin,US,21018.0,661.0,-0.0,0
2020-06-08,Wisconsin,US,21242.0,670.0,-0.0,0
2020-06-09,Wisconsin,US,21555.0,685.0,-0.0,0
2020-06-10,Wisconsin,US,21917.0,696.0,0.0,0
2020-06-04,Wyoming,US,936.0,16.0,0.0,0
2020-06-05,Wyoming,US,947.0,16.0,0.0,0
2020-06-06,Wyoming,US,956.0,16.0,0.0,0
2020-06-07,Wyoming,US,952.0,16.0,0.0,0
2020-06-08,Wyoming,US,949.0,16.0,0.0,0
2020-06-09,Wyoming,US,959.0,16.0,0.0,0
2020-06-10,Wyoming,US,963.0,17.0,0.0,0
2020-06-04,Alabama,US,19623.0,677.0,0.0,0
2020-06-05,Alabama,US,20133.0,697.0,0.0,0
2020-06-06,Alabama,US,20500.0,712.0,0.0,0
2020-06-07,Alabama,US,20988.0,726.0,0.0,0
2020-06-08,Alabama,US,21470.0,734.0,0.0,0
2020-06-09,Alabama,US,21867.0,744.0,0.0,0
2020-06-10,Alabama,US,22276.0,759.0,0.0,0
2020-06-04,Puerto Rico,US,4205.0,142.0,0.0,0
2020-06-05,Puerto Rico,US,4318.0,144.0,0.0,0
2020-06-06,Puerto Rico,US,4411.0,146.0,0.0,0
2020-06-07,Puerto Rico,US,4539.0,147.0,0.0,0
2020-06-08,Puerto Rico,US,4647.0,148.0,0.0,0
2020-06-09,Puerto Rico,US,4690.0,151.0,0.0,0
2020-06-10,Puerto Rico,US,4752.0,154.0,0.0,0
2020-03-16,"Virgin Islands, U.S.",US,1.0,0.0,0.0,0
2020-03-17,"Virgin Islands, U.S.",US,1.0,0.0,0.0,0
2020-03-18,"Virgin Islands, U.S.",US,1.0,0.0,0.0,0
2020-03-19,"Virgin Islands, U.S.",US,1.0,0.0,0.0,0
2020-03-20,"Virgin Islands, U.S.",US,1.0,0.0,0.0,0
2020-03-21,"Virgin Islands, U.S.",US,1.0,0.0,0.0,0
2020-03-22,"Virgin Islands, U.S.",US,1.0,0.0,0.0,0
2020-06-04,Guam,US,182.0,6.0,0.0,0
2020-06-05,Guam,US,188.0,5.0,0.0,0
2020-06-06,Guam,US,190.0,5.0,0.0,0
2020-06-07,Guam,US,191.0,5.0,0.0,0
2020-06-08,Guam,US,190.0,5.0,0.0,0
2020-06-09,Guam,US,190.0,5.0,0.0,0
2020-06-10,Guam,US,191.0,5.0,0.0,0
2020-06-04,Virgin Islands,US,72.0,7.0,0.0,0
2020-06-05,Virgin Islands,US,73.0,7.0,0.0,0
2020-06-06,Virgin Islands,US,73.0,7.0,0.0,0
2020-06-07,Virgin Islands,US,71.0,7.0,0.0,0
2020-06-08,Virgin Islands,US,71.0,7.0,0.0,0
2020-06-09,Virgin Islands,US,71.0,7.0,0.0,0
2020-06-10,Virgin Islands,US,71.0,7.0,0.0,0
2020-03-23,US,US,1.0,0.0,772.0,0
2020-03-24,US,US,1.0,0.0,3420.0,0
2020-03-25,US,US,1.0,0.0,1973.0,0
2020-03-26,US,US,1.0,0.0,3663.0,0
2020-03-27,US,US,1.0,0.0,3242.0,0
2020-03-28,US,US,1.0,0.0,2780.0,0
2020-03-22,United States Virgin Islands,US,106.0,0.0,0.0,0
2020-03-23,United States Virgin Islands,US,84.0,0.0,0.0,0
2020-03-25,United States Virgin Islands,US,21.0,0.0,0.0,0
2020-03-31,American Samoa,US,0.0,0.0,0.0,0
2020-04-01,American Samoa,US,0.0,0.0,0.0,0
2020-04-02,American Samoa,US,0.0,0.0,0.0,0
2020-04-03,American Samoa,US,0.0,0.0,0.0,0
2020-04-04,American Samoa,US,0.0,0.0,0.0,0
2020-04-05,American Samoa,US,0.0,0.0,0.0,0
2020-04-06,American Samoa,US,0.0,0.0,0.0,0
2020-06-04,Northern Mariana Islands,US,24.0,5.0,0.0,0
2020-06-05,Northern Mariana Islands,US,24.0,2.0,0.0,0
2020-06-06,Northern Mariana Islands,US,24.0,3.0,0.0,0
2020-06-07,Northern Mariana Islands,US,24.0,4.0,0.0,0
2020-06-08,Northern Mariana Islands,US,25.0,3.0,0.0,0
2020-06-09,Northern Mariana Islands,US,25.0,3.0,0.0,0
2020-06-10,Northern Mariana Islands,US,27.0,6.0,0.0,0
2020-06-04,Recovered,US,0.0,0.0,483640.0,0
2020-06-05,Recovered,US,0.0,0.0,493158.0,0
2020-06-06,Recovered,US,0.0,0.0,503670.0,0
2020-06-07,Recovered,US,0.0,0.0,512724.0,0
2020-06-08,Recovered,US,0.0,0.0,523070.0,0
2020-06-09,Recovered,US,0.0,0.0,531153.0,0
2020-06-10,Recovered,US,0.0,0.0,537960.0,0
2020-06-07,Chernihiv Oblast,Ukraine,603.0,6.0,63.0,0
2020-06-07,Chernivtsi Oblast,Ukraine,20179.0,65.0,704.0,0
2020-06-04,Crimea Republic*,Ukraine,2953.0,73.0,3159.0,0
2020-06-09,Crimea Republic*,Ukraine,2267.0,95.0,1424.0,0
2020-06-10,Crimea Republic*,Ukraine,1777.0,77.0,4872.0,0
2020-06-07,Dnipropetrovsk Oblast,Ukraine,14668.0,21.0,11594.0,0
2020-06-09,Dnipropetrovsk Oblast,Ukraine,1569.0,21.0,4060.0,0
2020-06-04,Donetsk Oblast,Ukraine,212.0,71.0,305.0,0
2020-06-05,Donetsk Oblast,Ukraine,2625.0,22.0,474.0,0
2020-06-06,Donetsk Oblast,Ukraine,2063.0,45.0,397.0,0
2020-06-10,Kharkiv Oblast,Ukraine,16750.0,477.0,1646.0,0
2020-06-05,Kherson Oblast,Ukraine,4234.0,3.0,161.0,0
2020-06-07,Kherson Oblast,Ukraine,3224.0,3.0,161.0,0
2020-06-08,Kherson Oblast,Ukraine,3097.0,3.0,161.0,0
2020-06-09,Kherson Oblast,Ukraine,2445.0,3.0,161.0,0
2020-06-05,Khmelnytskyi Oblast,Ukraine,8343.0,11.0,4345.0,0
2020-06-06,Khmelnytskyi Oblast,Ukraine,5601.0,11.0,3022.0,0
2020-06-08,Khmelnytskyi Oblast,Ukraine,2524.0,11.0,1302.0,0
2020-06-09,Khmelnytskyi Oblast,Ukraine,8855.0,11.0,2246.0,0
2020-06-04,Kiev,Ukraine,55603.0,111.0,4274.0,0
2020-06-07,Kiev,Ukraine,15104.0,613.0,267.0,0
2020-06-09,Kiev,Ukraine,17705.0,1690.0,3054.0,0
2020-06-04,Kiev Oblast,Ukraine,11082.0,536.0,6691.0,0
2020-06-06,Kiev Oblast,Ukraine,36143.0,39.0,5402.0,0
2020-06-07,Kirovohrad Oblast,Ukraine,3790.0,75.0,2834.0,0
2020-06-08,Kirovohrad Oblast,Ukraine,4150.0,94.0,3361.0,0
2020-06-04,Luhansk Oblast,Ukraine,1651.0,0.0,40.0,0
2020-06-05,Luhansk Oblast,Ukraine,1023.0,0.0,40.0,0
2020-06-07,Lviv Oblast,Ukraine,8677.0,421.0,3938.0,0
2020-06-09,Lviv Oblast,Ukraine,17182.0,272.0,3431.0,0
2020-06-10,Lviv Oblast,Ukraine,33573.0,1208.0,9578.0,0
2020-06-05,Mykolaiv Oblast,Ukraine,1655.0,7.0,1844.0,0
2020-06-07,Mykolaiv Oblast,Ukraine,2979.0,7.0,1185.0,0
2020-06-10,Mykolaiv Oblast,Ukraine,852.0,7.0,1641.0,0
2020-06-04,Odessa Oblast,Ukraine,7394.0,17.0,2201.0,0
2020-06-05,Odessa Oblast,Ukraine,13513.0,17.0,2310.0,0
2020-06-08,Odessa Oblast,Ukraine,1276.0,17.0,2776.0,0
2020-06-04,Rivne Oblast,Ukraine,57732.0,388.0,27411.0,0
2020-06-07,Rivne Oblast,Ukraine,16011.0,1129.0,439.0,0
2020-06-06,Sevastopol*,Ukraine,2927.0,3.0,2601.0,0
2020-06-08,Sevastopol*,Ukraine,5249.0,3.0,1142.0,0
2020-06-07,Ternopil Oblast,Ukraine,40536.0,26.0,31015.0,0
2020-06-08,Ternopil Oblast,Ukraine,26215.0,26.0,3816.0,0
2020-06-09,Ternopil Oblast,Ukraine,18722.0,26.0,14928.0,0
2020-06-10,Ternopil Oblast,Ukraine,12739.0,26.0,6329.0,0
2020-06-04,Vinnytsia Oblast,Ukraine,571.0,16.0,427.0,0
2020-06-05,Volyn Oblast,Ukraine,29283.0,477.0,476.0,0
2020-06-09,Zakarpattia Oblast,Ukraine,9376.0,28.0,1758.0,0
2020-06-10,Zakarpattia Oblast,Ukraine,9084.0,28.0,1641.0,0
2020-06-08,Zaporizhia Oblast,Ukraine,11637.0,13.0,2339.0,0
